title,console,genre,publisher,critic_score,us_sales,jp_sales,eu_sales,other_sales,total_sales
Tomb Raider: Underworld,DS,Adventure,Eidos Interactive,,0.15,,0.02,0.01,0.19
The Polar Express,GBA,Adventure,THQ,,0.14,,0.05,0,0.19
Harry Potter and the Goblet of Fire,PSP,Adventure,Electronic Arts,7.2,0.17,,0,0.02,0.19
Disney's Magical Mirror Starring Mickey Mouse,GC,Adventure,Nintendo,4,0.15,,0.04,0.01,0.19
Blood Omen 2,XB,Action,Eidos Interactive,,0.14,,0.04,0.01,0.19
Treasures of the Deep,PS,Action,Namco,,0.1,,0.07,0.01,0.19
Valkyria Chronicles 4,NS,Strategy,Sega,8.6,0.12,0.02,0.04,0.02,0.19
Nobunaga no Yabou: Souzou,PS3,Strategy,Tecmo Koei,,,0.19,,,0.19
Super Robot Taisen: Scramble Commander,PS2,Strategy,Banpresto,,,0.19,,,0.19
Arcade Shooting Gallery,Wii,Shooter,Zoo Games,,0.18,,,0.01,0.19
Hexen,N64,Shooter,GT Interactive,4.4,0.15,,0.04,0,0.19
Quake,N64,Shooter,Midway Games,,0.15,,0.04,0,0.19
"Boku no Natsuyasumi 4: Seitouchi Shounen Tanteidan, Boku to Himitsu no Chizu",PSP,Adventure,Sony Computer Entertainment,,,0.19,,,0.19
Tottadoo! Yoiko no Mujintou Seikatsu,DS,Adventure,Namco Bandai,,,0.19,,,0.19
Conflict: Global Terror,PS2,Shooter,2K Games,,0.09,,0.07,0.02,0.19
Jackie Chan Adventures: Legend of the Dark Hand,GBA,Action,Activision,7.8,0.13,,0.05,0,0.19
Shadows of the Damned,X360,Action,Electronic Arts,7.6,0.1,0.01,0.06,0.02,0.19
Ty the Tasmanian Tiger 3: Night of the Quinkan,PS2,Action,Activision,6.3,0.09,,0.07,0.02,0.19
Disney's Meet the Robinsons,Wii,Action,Disney Interactive Studios,,0.17,,0,0.01,0.19
Samurai Warriors 2: Empires,PS2,Action,KOEI,,,0.19,,,0.19
Earth Defense Force: Insect Armageddon,X360,Shooter,D3 Publisher,6.7,0.1,0.03,0.04,0.01,0.19
R-Type Final,PS2,Shooter,Eidos Interactive,8.1,0.09,,0.07,0.02,0.19
Hidden Mysteries: Vampire Secrets,DS,Adventure,GameMill,,0.06,,0.11,0.02,0.19
The Bee Game,DS,Adventure,Midway Games,,0.17,,,0.01,0.19
CSI: Fatal Conspiracy,PS3,Adventure,Ubisoft,,0.11,,0.05,0.02,0.19
Aliens versus Predator: Extinction,PS2,Strategy,Electronic Arts,,0.09,,0.07,0.02,0.19
Harry Potter and the Prisoner of Azkaban,XB,Adventure,Electronic Arts,,0.14,,0.04,0.01,0.19
Creed: Rise to Glory,PS4,Sports,Sony Interactive Entertainment,,0.15,,,0.04,0.19
Peter Jackson's King Kong: The Official Game of the Movie,PSP,Action,Ubisoft,6,0.16,,0.01,0.02,0.19
Saw II: Flesh & Blood,PS3,Action,Konami,4.2,0.1,,0.06,0.02,0.19
Elite: Dangerous,PS4,Simulation,Frontier Developments,,0.06,,0.1,0.03,0.19
Magical ZhuZhu Princess: Carriages & Castles,DS,Simulation,Activision,,0.13,,0.04,0.02,0.19
Armored Core: For Answer,PS3,Simulation,Ubisoft,6.1,0.06,0.1,0.02,0.01,0.19
Farmtopia,DS,Simulation,505 Games,,0.18,,,0.01,0.19
Jurassic: The Hunted,PS3,Shooter,Activision,,0.17,,,0.02,0.19
Conflict: Denied Ops,PS3,Shooter,Eidos Interactive,5.2,0.05,,0.1,0.03,0.19
Barbie Fashion Show: An Eye for Style,DS,Misc,Activision,,0.18,,0,0.01,0.19
Conflict: Denied Ops,X360,Shooter,Eidos Interactive,5.3,0.08,,0.09,0.02,0.19
Mace Griffin: Bounty Hunter,PS2,Shooter,VU Games,,0.09,,0.07,0.02,0.19
Silent Scope 2: Dark Silhouette,PS2,Shooter,Konami,,0.09,,0.07,0.02,0.19
Call of Duty: WWII,PC,Shooter,Activision,,0.07,,0.11,0.01,0.19
XCOM 2,XOne,Strategy,2K Games,,0.15,,0.02,0.02,0.19
Ninja Gaiden 3: Razor's Edge,WiiU,Action,Nintendo,6.5,0.14,,0.03,0.02,0.19
Samurai Warriors: State of War,PSP,Action,KOEI,6.5,0.07,0.11,0,0.01,0.19
Shining Force II,GEN,Strategy,Sega,9,,0.19,,,0.19
Robin Hood: Defender of the Crown,PS2,Strategy,Capcom,,0.09,,0.07,0.02,0.19
The Walking Dead: Season Two,PS3,Misc,Telltale Games,,0.09,,0.06,0.03,0.19
Dead Space 3,PC,Shooter,Electronic Arts,,0.02,,0.16,0.01,0.19
50 Cent: Blood on the Sand,PS3,Shooter,THQ,7.2,0.1,0.01,0.06,0.03,0.19
Scene It? Twilight,DS,Misc,Konami,,0.11,,0.07,0.02,0.19
101-in-1 Explosive Megamix,DS,Misc,Atlus,,0.05,,0.13,0.02,0.19
SpongeBob SquigglePants 3D,3DS,Misc,THQ,6.1,0.13,,0.05,0.02,0.19
Ice Age 2: The Meltdown,GC,Platform,Vivendi Games,7.4,0.15,,0.04,0.01,0.19
Hulk,GC,Action,Universal Interactive,7.3,0.15,,0.04,0.01,0.19
Tenchu: Fatal Shadows,PS2,Action,Sega,,0.09,,0.07,0.02,0.19
Remember Me,X360,Action,Capcom,,0.11,,0.06,0.02,0.19
Rise of the Kasai,PS2,Action,Sony Computer Entertainment,,0.09,,0.07,0.02,0.19
Dynasty Warriors Gundam,X360,Action,Namco Bandai,6,0.15,0.02,0.01,0.01,0.19
Rango: The Video Game,PS3,Action,Paramount Digital Entertainment,,0.07,,0.09,0.03,0.19
Binary Domain,X360,Action,Sega,,0.09,0.02,0.07,0.02,0.19
Breath of Fire: Dragon Quarter,PS2,Role-Playing,Capcom,7.6,0.09,,0.07,0.02,0.19
Enchanted Arms,X360,Role-Playing,Ubisoft,6.9,0.16,,0.02,0.01,0.19
The Smurfs 2,DS,Platform,Ubisoft,,,,0.18,0.01,0.19
Monsters vs. Aliens,PS2,Platform,Activision,,0.11,,0,0.08,0.19
Crash & Spyro Superpack,GBA,Platform,Vivendi Games,,0.13,,0.05,0,0.19
Mirror's Edge Catalyst,XOne,Platform,Electronic Arts,,0.11,,0.06,0.02,0.19
Bubsy 3D,PS,Platform,Accolade,5.8,0.1,,0.07,0.01,0.19
How to Train Your Dragon 2,Wii,Action-Adventure,Little Orbit,,0.04,,0.14,0.01,0.19
Risen,X360,Role-Playing,Deep Silver,5.9,0.07,,0.11,0.01,0.19
The Hobbit,GBA,Role-Playing,Sierra Entertainment,6.5,0.14,,0.05,0,0.19
Odin Sphere: Leifthrasir,PSV,Role-Playing,Atlus,,0.05,0.1,0.02,0.02,0.19
Rune Factory: Tides of Destiny,Wii,Role-Playing,Natsume,,0.13,0.06,,0.01,0.19
Darkstalkers 3,PS,Fighting,Capcom,,0.11,,0.07,0.01,0.19
Dengeki Bunko Fighting Climax,PS3,Fighting,Sega,,0.07,0.1,0,0.02,0.19
Breath of Fire II,GBA,Role-Playing,Capcom,8.6,0.14,,0.05,0,0.19
Shiren the Wanderer,Wii,Role-Playing,Atlus,7.4,0.08,0.11,,0.01,0.19
Pro Evolution Soccer 2014,3DS,Sports,Konami Digital Entertainment,,,0.19,,,0.19
Barbie Horse Adventures: Riding Camp,Wii,Sports,Activision,,0.17,,0,0.01,0.19
Mathews Bowhunting,Wii,Sports,Zoo Games,,0.18,,,0.01,0.19
Allied General,PS,Strategy,SSI,6.3,0.11,,0.07,0.01,0.19
Stronghold 3,PC,Strategy,SouthPeak Interactive,4.1,0.06,,0.13,,0.19
Lunar Legend,GBA,Role-Playing,Ubisoft,7.7,0.14,,0.05,0,0.19
Fairy Fencer F,PS3,Role-Playing,NIS America,,0.05,0.09,0.03,0.02,0.19
God Eater 3,PS4,Role-Playing,Bandai Namco Entertainment,,,0.19,,,0.19
Dragon Ball Z: Idainaru Dragon Ball Densetsu,PS,Fighting,Bandai,,,0.18,,0.01,0.19
One Piece: Burning Blood,XOne,Fighting,Namco Bandai Games,,0.11,,0.07,0.02,0.19
GRID: Autosport,PS3,Racing,Codemasters,,0.05,0.01,0.1,0.03,0.19
Ice Age: Dawn of the Dinosaurs,PS3,Platform,Activision,6.6,0.13,,0.04,0.02,0.19
Death Jr.,PSP,Platform,Konami,5.9,0.17,,0,0.01,0.19
The Legend of Spyro: A New Beginning,GC,Platform,Sierra Entertainment,6.5,0.15,,0.04,0.01,0.19
Tokyo Xanadu,PSV,Role-Playing,Aksys Games,,0.02,0.16,,0.01,0.19
Little Battlers eXperience W,PSP,Role-Playing,Level 5,,,0.19,,,0.19
Spectrobes: Origins,Wii,Role-Playing,Disney Interactive Studios,7.4,0.16,,0.02,0.01,0.19
EverQuest Online Adventures: Frontiers,PS2,Role-Playing,Sony Online Entertainment,,0.09,,0.07,0.02,0.19
Phantasy Star Online Ver. 2,DC,Role-Playing,Sega,8.3,,0.19,,0,0.19
South Park: The Stick of Truth,PC,Role-Playing,Ubisoft,,0.07,,0.1,0.02,0.19
Kouchuu Ouja Mushi King: Greatest Champion e no Michi DS,DS,Action,Sega,,,0.19,,,0.19
Conan,X360,Action,THQ,7.1,0.16,,0.02,0.01,0.19
Dinotopia: The Timestone Pirates,GBA,Action,TDK Core,6.1,0.14,,0.05,0,0.19
Dishonored: Definitive Edition,XOne,Action,Bethesda Softworks,,0.13,,0.05,0.02,0.19
Rise of the Argonauts,PS3,Action,Codemasters,5.3,0.05,,0.12,0.03,0.19
Face Training,DS,Misc,Nintendo,,,0.19,0,0,0.19
Star Wars: The Clone Wars & Tetris Worlds,XB,Misc,Microsoft,,0.14,,0.04,0.01,0.19
Beyblade: Metal Fusion - Battle Fortress,Wii,Action,Konami,,0.15,0.03,,0.01,0.19
We Wish You A Merry Christmas,Wii,Action,Destineer,,0.13,,0.04,0.02,0.19
Manhunt,XB,Action,Rockstar Games,7.7,0.14,,0.04,0.01,0.19
Dynasty Warriors: Gundam 2,X360,Action,Namco Bandai,5.6,0.07,0.08,0.03,0.01,0.19
SpongeBob's Surf & Skate Roadtrip,X360,Action,THQ,,0.15,,0.03,0.02,0.19
Spider-Man: Shattered Dimensions,DS,Action,Activision,,0.17,,0.01,0.01,0.19
Chaotic: Shadow Warriors,Wii,Action,Activision,,0.18,,,0.01,0.19
Silent Hill HD Collection,X360,Action,Konami Digital Entertainment,,0.11,0.01,0.06,0.02,0.19
The Surge,PS4,Action,Focus Home Interactive,,0.07,0.01,0.08,0.03,0.19
AeroFighters Assault,N64,Action,Victory Lap Games,5.4,0.15,,0.04,0,0.19
Teenage Mutant Ninja Turtles 2: Battle Nexus,GC,Action,Konami,5,0.15,,0.04,0.01,0.19
Kenka Banchou 4: Ichinen Sensou,PSP,Action,Spike,,,0.19,,,0.19
Toukiden Kiwami,PS4,Action,Tecmo Koei,,0.06,0.03,0.07,0.03,0.19
Chibi-Robo! Park Patrol,DS,Adventure,Nintendo,,,0.19,,,0.19
Batman: A Telltale Game Series,PS4,Adventure,Telltale Games,,0.09,,0.07,0.03,0.19
Bolt,PS3,Adventure,Disney Interactive Studios,,0.12,,0.05,0.02,0.19
Where's Waldo? The Fantastic Journey,Wii,Adventure,Ubisoft,,0.17,,,0.01,0.19
Transworld Surf,PS2,Sports,Atari,,0.09,,0.07,0.02,0.19
Reel Fishing Paradise 3D,3DS,Sports,Natsume,,0.12,0.06,,0.01,0.19
International Soccer,2600,Sports,Mattel Interactive,,0.18,,0.01,0,0.19
International Cricket 2010,PS3,Sports,Codemasters,,,,0.15,0.04,0.19
Jikkyou Powerful Pro Yakyuu '96 Kaimakuban,SNES,Sports,Konami,,,0.19,,0,0.19
NHL Hitz Pro,PS2,Sports,Midway Games,,0.09,,0.07,0.02,0.19
Inazuma Eleven Strikers 2012 Xtreme,Wii,Sports,Level 5,,,0.19,,,0.19
Pro Yakyuu Spirits 4,PS2,Sports,Konami,,,0.19,,,0.19
Major League Baseball 2K10,PS3,Sports,2K Sports,7.2,0.17,,,0.02,0.19
Pro Yakyuu Spirits 2012,PS3,Sports,Konami Digital Entertainment,,,0.19,,,0.19
SSX Tricky,GBA,Sports,EA Sports BIG,,0.14,,0.05,0,0.19
NBA 2K11,PC,Sports,2K Sports,,0.18,,,0.01,0.19
Pro Yakyuu Team o Tsukurou!,DS,Sports,Sega,,,0.19,,,0.19
ESPN International Track & Field,PS2,Sports,Konami,,0.09,,0.07,0.02,0.19
Cabela's Survival: Shadows of Katmai,PS3,Sports,Activision,,0.11,,0.05,0.03,0.19
Cabela's Survival: Shadows of Katmai,X360,Sports,Activision,,0.14,,0.03,0.01,0.19
Tiger Woods PGA Tour 07,XB,Sports,EA Sports,7.9,0.13,,0.05,0.01,0.19
Big Air,PS,Sports,Accolade,,0.1,,0.07,0.01,0.19
Gallop Racer,PS,Sports,Tecmo,,,0.18,,0.01,0.19
College Slam,PS,Sports,Acclaim Entertainment,,0.1,,0.07,0.01,0.19
La Pucelle: Tactics,PS2,Role-Playing,Mastiff,,0.09,,0.07,0.02,0.19
WWE All Stars,PSP,Fighting,THQ,,0.12,,0.04,0.03,0.19
The King of Fighters XI,PS2,Fighting,SNK Playmore,,0.07,0.04,0.06,0.02,0.19
Mace: The Dark Age,N64,Fighting,Midway Games,7.1,0.15,,0.04,0,0.19
Warriors: Legends of Troy,PS3,Action,Tecmo Koei,,0.06,0.07,0.05,0.02,0.19
Penguin no Mondai X: Tenkuu no 7 Senshi,DS,Action,Konami,,,0.19,,,0.19
The Scorpion King: Sword of Osiris,GBA,Action,Vivendi Games,,0.13,,0.05,0,0.19
Saints Row IV,PC,Action,Deep Silver,,0.11,,0.06,0.02,0.19
Captain Toad: Treasure Tracker,3DS,Puzzle,Nintendo,8.5,0.06,0.08,0.04,0.01,0.19
Mystery Tales of Time Travel,DS,Puzzle,O-Games,,0.01,,0.15,0.02,0.19
Sudoku Gridmaster (JP sales),DS,Puzzle,Nintendo,,,0.19,,,0.19
LEGO Marvel's Avengers,PSV,Action,Warner Bros. Interactive Entertainment,,0.03,,0.12,0.04,0.19
3rd Super Robot Wars Z Jigoku Hen,PSV,Misc,Namco Bandai Games,,,0.19,,,0.19
Super Real Mahjong P V,SAT,Misc,Seta Corporation,,,0.19,,,0.19
The Adventures of Jimmy Neutron Boy Genius: Game Boy Advance Video Volume 1,GBA,Misc,Majesco,,0.13,,0.05,0,0.19
Go Play: Lumberjacks,Wii,Simulation,Majesco,,0.17,,,0.01,0.19
FIFA 17,PC,Sports,Electronic Arts,,,,0.18,0.01,0.19
Dave Mirra Freestyle BMX 2,GBA,Sports,Acclaim Entertainment,8,0.14,,0.05,0,0.19
Transformers: Prime,3DS,Fighting,Activision,,0.14,,0.03,0.02,0.19
FaceBreaker,X360,Fighting,EA Sports,,0.15,,0.02,0.01,0.19
Street Fighter 30th Anniversary Collection,NS,Fighting,Capcom,8.5,0.12,0.01,0.04,0.02,0.19
Puyo Puyo Sun 64,N64,Puzzle,Compile,,,0.16,,0.03,0.19
Squeeballs Party,Wii,Puzzle,Aksys Games,,0.17,,0,0.01,0.19
I SPY castle,DS,Puzzle,Scholastic Inc.,,0.17,,,0.02,0.19
Chou-Kuukan Night Pro Yakyuu King (weekly JP sales),N64,Sports,Imagineer,,,0.19,,0,0.19
Barbie Horse Adventures: Riding Camp,PS2,Sports,Activision,,0.09,,0.07,0.02,0.19
NBA Ballers: Chosen One,X360,Sports,Midway Games,,0.18,,0,0.02,0.19
Power Pro Kun Pocket 12,DS,Sports,Konami,,,0.19,,,0.19
J-League Jikkyou Winning Eleven 3,PS,Sports,Konami,,,0.18,,0.01,0.19
NCAA Final Four 2003,PS2,Sports,Sony Computer Entertainment,,0.09,,0.07,0.02,0.19
J-League Excite Stage '96,SNES,Sports,Epoch,,,0.19,,0,0.19
Jikkyou J-League Perfect Striker,N64,Sports,Konami,,,0.19,,0,0.19
Petz Pony: Beauty Pageant,DS,Simulation,Ubisoft,,0.18,,,0.01,0.19
New Love Plus,3DS,Simulation,Konami,,,0.19,,,0.19
Pet Zombies,3DS,Simulation,Majesco,,0.18,,,0.02,0.19
Dream Salon,DS,Simulation,Zoo Digital Publishing,,0.18,,,0.01,0.19
GunGriffon,SAT,Simulation,Sega,,,0.19,,0,0.19
Kuma-Tomo,3DS,Simulation,Namco Bandai Games,,,0.19,,,0.19
IL-2 Sturmovik: Birds of Prey,PSP,Simulation,505 Games,6.4,0.08,,0.07,0.04,0.19
2002 FIFA World Cup,XB,Sports,EA Sports,,0.14,,0.04,0.01,0.19
Heavy Fire: Afghanistan,PS3,Shooter,Mastiff,,0.17,,,0.03,0.19
Trivial Pursuit unhinged,PS2,Misc,Atari,,0.09,,0.07,0.02,0.19
Namco Museum Megamix,Wii,Misc,Namco Bandai,,0.17,,,0.02,0.19
The Spiderwick Chronicles,Wii,Adventure,Sierra Entertainment,,0.17,,0.01,0.01,0.19
Legacy of Kain: Defiance,XB,Adventure,Eidos Interactive,,0.14,,0.04,0.01,0.19
Majin and the Forsaken Kingdom,X360,Adventure,Namco Bandai,7,0.14,0,0.03,0.01,0.19
Tokimeki Memorial Girl's Side 3rd Story,DS,Adventure,Konami,,,0.19,,,0.19
Frogger's Adventures 2: The Lost Wand,GBA,Adventure,Konami,8,0.14,,0.05,0,0.19
Jampack: Summer 2003 (RP-T),PS2,Misc,Sony Computer Entertainment,,0.09,,0.07,0.02,0.19
Sesame Street: Elmo's Number Journey,N64,Misc,NewKidCo,,0.15,,0.04,0,0.19
Hisshou Pachinko*Pachi-Slot Kouryaku Series Vol. 5: CR Shinseiki Evangelion * Pachi-Slot Shinseiki Evangelion,PS2,Misc,D3 Publisher,,,0.19,,,0.19
Gungrave,PS2,Shooter,Sega,,0.09,,0.07,0.02,0.19
Sniper Elite,PS2,Shooter,Namco,,0.1,,0.07,0.02,0.19
Quantum Theory,PS3,Shooter,Tecmo Koei,,0.05,0.02,0.09,0.03,0.19
Space Invaders Extreme 2,DS,Shooter,Taito,8.1,0.17,0,0.01,0.01,0.19
Descent,PS,Shooter,Interplay,,0.11,,0.07,0.01,0.19
Tamagotchi Party On!,Wii,Misc,Namco Bandai,,0.12,0.06,0,0.01,0.19
Daigasso! Band Brothers,DS,Misc,Nintendo,8,,0.19,,,0.19
Family Feud: 2012 Edition,Wii,Misc,Ubisoft,,0.17,,,0.01,0.19
Momotarou Dentetsu World,DS,Misc,Hudson Soft,,,0.19,,,0.19
"Ni Hao, Kai-lan: Super Game Day",Wii,Misc,2K Play,,0.17,,0,0.01,0.19
SNK Arcade Classics Vol. 1,PS2,Misc,SNK Playmore,,0.09,,0.07,0.02,0.19
Phantasy Star Nova,PSV,Misc,Sega,,,0.19,,,0.19
Frequency,PS2,Misc,Sony Computer Entertainment,,0.09,,0.07,0.02,0.19
NBA Live 19,PS4,Sports,Electronic Arts,,0.15,,,0.04,0.19
SD Gundam GX,SNES,Strategy,Bandai,,,0.19,,,0.19
Battle of Giants: Dinosaurs Strike,Wii,Strategy,Ubisoft,,0.14,,0.03,0.01,0.19
Singstar: Ultimate Party,PS4,Music,Sony Computer Entertainment,,,,0.16,0.03,0.19
Fantasia: Music Evolved,XOne,Music,Disney Interactive Studios,,0.14,,0.03,0.02,0.19
Are You Smarter Than a 5th Grader? Back to School,Wii,Misc,Nintendo,,0.18,,,0.02,0.19
Jissen Pachi-Slot Hisshouhou,SNES,Misc,Sammy Corporation,,,0.19,,,0.19
Boogie,PS2,Misc,Electronic Arts,,0.09,,0.07,0.02,0.19
Arcania: Gothic 4,PC,Role-Playing,JoWood Productions,5.8,0.09,,0.08,0.02,0.18
.hack//Quarantine Part 4: The Final Chapter,PS2,Role-Playing,Bandai,6.8,0.09,,0.07,0.02,0.18
Monster 4x4: Stunt Racer,Wii,Racing,Ubisoft,,0.16,,0,0.01,0.18
Shadow Madness,PS,Role-Playing,Crave Entertainment,,0.1,,0.07,0.01,0.18
Disgaea DS,DS,Role-Playing,NIS America,8,0.11,0.05,0.01,0.01,0.18
Ar tonelico 2: Melody of Metafalica,PS2,Role-Playing,NIS America,7.2,0.04,0.11,0.03,0.01,0.18
Gauntlet: Seven Sorrows,XB,Role-Playing,Midway Games,,0.14,,0.04,0.01,0.18
Super Robot Wars UX,3DS,Role-Playing,Namco Bandai Games,,,0.18,,,0.18
Mega Man X: Command Mission,PS2,Role-Playing,Capcom,,0.09,,0.07,0.02,0.18
Moon,PS,Role-Playing,ASCII Entertainment,,,0.17,,0.01,0.18
Trinity Universe,PS3,Role-Playing,NIS America,6.2,0.07,0.03,0.06,0.02,0.18
Re-Volt,N64,Racing,Acclaim Entertainment,,0.14,,0.04,0,0.18
World of Outlaws: Sprint Cars,X360,Racing,THQ,,0.17,,,0.01,0.18
F1 Challenge,SAT,Racing,Virgin Interactive,,,0.18,,0,0.18
Juiced,XB,Racing,THQ,,0.13,,0.04,0.01,0.18
Sonic Riders: Zero Gravity,PS2,Racing,Sega,,0.09,,0.07,0.02,0.18
Ridge Racer,PSV,Racing,Namco Bandai Games,,0.03,0.05,0.08,0.02,0.18
MotoGP 15,PS4,Racing,Milestone S.r.l.,,,0.04,0.13,0.02,0.18
MotoGP,Wii,Racing,Capcom,,0.05,,0.11,0.02,0.18
Test Drive Off-Road Wide Open,XB,Racing,Infogrames,,0.15,,0.03,0.01,0.18
Tokyo Xtreme Racer DRIFT,PS2,Racing,Crave Entertainment,,0.09,,0.07,0.02,0.18
Mahjong: Journey Quest for Tikal,DS,Puzzle,Mumbo Jumbo,,0.15,,0.02,0.01,0.18
Bendy and the Ink Machine,PS4,Puzzle,Rooster Teeth Games,,0.15,,,0.03,0.18
Jewel Master: Cradle of Athena,DS,Puzzle,Storm City Games,,0.17,,,0.01,0.18
Squeeballs Party,DS,Puzzle,Aksys Games,,0.17,,0,0.01,0.18
The Adventures of Cookie & Cream,PS2,Puzzle,Agetec,,0.09,,0.07,0.02,0.18
Shadow The Hedgehog,XB,Platform,Sega,5,0.13,,0.04,0.01,0.18
Ben 10 Ultimate Alien: Cosmic Destruction,X360,Platform,D3 Publisher,,0.1,,0.06,0.02,0.18
Despicable Me: The Game,PSP,Platform,D3 Publisher,,0.05,,0.09,0.04,0.18
Mega Man III,GB,Platform,Capcom,,,0.18,,,0.18
Disney's Tarzan Untamed,GC,Platform,Ubisoft,,0.14,,0.04,0,0.18
Looney Tunes: Back in Action,GBA,Platform,Electronic Arts,,0.13,,0.05,0,0.18
Scooby-Doo! Unmasked,GBA,Platform,THQ,,0.13,,0.05,0,0.18
Doctor Who: Return to Earth,Wii,Adventure,Asylum Entertainment,,,,0.16,0.02,0.18
Alone In The Dark,Wii,Adventure,Atari,3.1,0.09,,0.08,0.02,0.18
"The Chronicles of Narnia: The Lion, The Witch and The Wardrobe",DS,Adventure,Buena Vista,,0.15,,0.01,0.01,0.18
Vampire Savior: The Lord of Vampire,SAT,Fighting,Capcom,,,0.18,,0,0.18
WWE SmackDown vs. Raw 2009,DS,Fighting,THQ,,0.14,,0.02,0.01,0.18
UFC: Sudden Impact,PS2,Fighting,Global Star Software,,0.09,,0.07,0.02,0.18
Lego Star Wars: The Force Awakens,PSV,Action-Adventure,Warner Bros. Interactive Entertainment,,0.02,0.02,0.1,0.03,0.18
How to Train Your Dragon 2,X360,Action-Adventure,Little Orbit,,0.06,,0.1,0.01,0.18
Klonoa: Door to Phantomile,PS,Platform,Namco,,,0.17,,0.01,0.18
de Blob 2,Wii,Platform,THQ,8.1,0.11,,0.06,0.02,0.18
Call of Juarez,X360,Shooter,Ubisoft,6.9,0.14,0,0.02,0.01,0.18
Call of Duty: World at War,PC,Shooter,Activision,8.6,0.02,,0.14,0.02,0.18
Bad Boys: Miami Takedown,XB,Shooter,Crave Entertainment,,0.14,,0.04,0.01,0.18
Call of Duty: Modern Warfare Trilogy,X360,Shooter,Activision,,0.13,,0.04,0.02,0.18
Syndicate,X360,Shooter,Electronic Arts,,0.1,,0.06,0.02,0.18
Vietcong: Purple Haze,PS2,Shooter,Gathering of Developers,,0.09,,0.07,0.02,0.18
PlayStation Move Heroes,PS3,Platform,Sony Computer Entertainment,4.8,0.09,,0.06,0.03,0.18
Ty the Tasmanian Tiger,XB,Platform,Electronic Arts,7,0.14,,0.04,0.01,0.18
Otomedius Excellent,X360,Shooter,Konami,7,0.13,0.04,,0.01,0.18
MindJack,PS3,Shooter,Square Enix,4.6,0.07,,0.08,0.03,0.18
How to Train Your Dragon,PS3,Action,Activision,4.6,0.12,,0.03,0.02,0.18
GameBoy Wars,GB,Strategy,Nintendo,,,0.18,,0,0.18
Battle Commander: Hachibushu Shura no Heihou,SNES,Strategy,Banpresto,,,0.18,,,0.18
Metal Gear Ac!d 2,PSP,Strategy,Konami,8.3,0.11,0.05,0.01,0.01,0.18
Summer Athletics: The Ultimate Challenge,PS2,Sports,Conspiracy Entertainment,,,,0,0.18,0.18
Mega Man Soccer,SNES,Sports,Capcom,,0.04,0.13,0.01,,0.18
Backbreaker,X360,Sports,505 Games,5.2,0.17,,,0.01,0.18
FIFA 07 Soccer,GC,Sports,EA Sports,8.3,0.14,,0.04,0,0.18
Grand Slam Tennis 2,X360,Sports,EA Sports,,0.1,,0.06,0.02,0.18
Pro Yakyuu Spirits 2011,PS3,Sports,Konami,,,0.18,,,0.18
Pure Futbol,X360,Sports,Ubisoft,3.8,0.08,,0.08,0.02,0.18
Pro Evolution Soccer 2013,3DS,Sports,Konami Digital Entertainment,,0.05,0.1,0.02,0.01,0.18
Shaun White Skateboarding,Wii,Sports,Ubisoft,,0.13,,0.03,0.01,0.18
MLB 11: The Show,PSP,Sports,Sony Computer Entertainment,,0.16,,,0.02,0.18
Soccer Tsuku Tokudai Gou: J-League Pro Soccer Club o Tsukurou,DC,Sports,Sega,,,0.18,,0,0.18
Tiger Woods PGA Tour 2004,GBA,Sports,EA Sports,,0.13,,0.05,0,0.18
FIFA Soccer 2002,GC,Sports,EA Sports,,0.14,,0.04,0,0.18
Cabela's Big Game Hunter: Hunting Party,X360,Sports,Activision,,0.16,,,0.02,0.18
Brunswick Circuit Pro Bowling,PS,Sports,THQ,8.2,0.1,,0.07,0.01,0.18
Cabela's Dangerous Hunts 2009,PS2,Sports,Activision,,0.09,,0.07,0.02,0.18
Backyard Basketball,GBA,Sports,Atari,6,0.13,,0.05,0,0.18
Madden NFL 09,XB,Sports,EA Sports,,0.13,,0.04,0.01,0.18
Backbreaker,PS3,Sports,505 Games,,0.16,,,0.02,0.18
NHL 2004,XB,Sports,EA Sports,,0.13,,0.04,0.01,0.18
Sniper: Ghost Warrior 3,XOne,Shooter,City Interactive,,0.11,,0.05,0.02,0.18
Velvet Assassin,X360,Shooter,SouthPeak Interactive,5.3,0.14,0.01,0.02,0.01,0.18
Charlie and the Chocolate Factory,GC,Adventure,Global Star Software,3.9,0.14,,0.04,0,0.18
Siren,PS2,Adventure,Sony Computer Entertainment,,0.09,,0.07,0.02,0.18
Jurassic Park III: Island Attack,GBA,Adventure,Konami,4.9,0.13,,0.05,0,0.18
The Chronicles of Narnia: Prince Caspian,X360,Adventure,Disney Interactive Studios,6.3,0.16,,0.01,0.01,0.18
Back to the Future: The Game,PS4,Adventure,Telltale Games,,0.1,,0.05,0.03,0.18
Silent Hill 4: The Room,XB,Adventure,Konami,,0.14,,0.04,0.01,0.18
Pirates: Hunt For Blackbeard's Booty,Wii,Adventure,Activision,,0.08,,0.08,0.02,0.18
Escape the Museum,DS,Adventure,GameMill,,0.04,,0.12,0.02,0.18
Danganronpa V3: Killing Harmony,PSV,Adventure,NIS America,,0.02,0.13,0.01,0.01,0.18
Hello Kitty: Birthday Adventures,DS,Adventure,Zoo Games,,0.06,,0.1,0.02,0.18
Tomb Raider: Underworld,PS2,Adventure,Eidos Interactive,,0.09,,0.04,0.05,0.18
